#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;ｧW = white text;;;;;;;;;;X
##;ｧY = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
EVT_130773_DESC;フランスが降伏したことで、イギリスはフランス海軍が今後の戦争において枢軸軍に参加することを危惧した。フランス艦隊は、その大半が自沈したものの、一部はフランスに帰還し、残りは各地のフランス植民地に分散していたり、英海軍の支配下にあったりした。その中でも最も有力な艦艇が集結しているのが、アルジェリアのメルセルケビール軍港であり、現地のフランス海軍は政府機能の混乱が原因でイギリス海軍への合流を拒否したのである。;;;;;;;;;;X
EVT_130773_ACTA;海軍の崩壊を留めることができない;;;;;;;;;;X
EVT_130773_ACTB;イギリスに宣戦布告を行う;;;;;;;;;;X
EVT_130774_NAME;シリアの統治;;;;;;;;;;X
EVT_130774_DESC;イギリスに対して行なわれたイラク革命が失敗する過程で、シリアのヴィシー政権当局者たちは、枢軸軍の航空機がシリアを通ってイラクに補給を行うことを認めていた。このことは、中東における親枢軸の空気を一掃したいと願っているイギリスと自由フランスに、フランス統治領に対して侵攻を行うための、口実を与えることととなった。;;;;;;;;;;X
EVT_130774_ACTA;叩き潰せ！;;;;;;;;;;X
EVT_130774_ACTB;これ以上戦火を広げない;;;;;;;;;;X
EVT_130776_NAME;ピール委員会報告;;;;;;;;;;X
EVT_130776_DESC;1936年から1939年にかけて続いた大規模なアラブ人反乱を受けて、1937年にウィリアム・ピール率いるイギリス王立調査団は、1937年にパレスチナを2つの国家に分割する「ピール分割案」を提出した。この時、ユダヤ国家創設という案が登場した。チューリヒの第20回シオニスト会議はこれを拒絶したが、どのような形でもユダヤ国家をパレスチナに作るためさらなる協議に応じるとした。一方、ハジ・アミン・フセイニー率いるアラブ最高委員会は分割案を拒否し、パレスチナの分割自体を考慮することをも拒否した。;;;;;;;;;;X
EVT_130776_ACTA;彼の案は、アラブ人にもユダヤ人にも受け入れられまい;;;;;;;;;;X
EVT_130776_ACTB;アラブ人とユダヤ人を強制的に分割させよう;;;;;;;;;;X
EVT_130777_NAME;トーチ作戦;;;;;;;;;;X
EVT_130777_DESC;1941年の独ソ戦開始以来、イギリス・アメリカはソ連への援助をし続けていた。しかしスターリンからはヨーロッパで第二戦線を展開することを要求されていた。第二戦線が形成されればドイツ軍がそちらへ兵力を回すためソ連への圧力が減るからである。1942年11月8日より行われた、連合国軍によるモロッコとアルジェリアへの上陸作戦において、連合軍上陸部隊はイギリスやアメリカから直接北アフリカに向かい、激しい攻防の末に1943年5月にはドイツ軍は北アフリカより撤退、北アフリカの陥落によって地中海のほぼ全域が連合軍の制空権下となり、イタリア南部が連合軍の進出対象の圏内に入った。;;;;;;;;;;X
EVT_130777_ACTA;艦隊を準備せよ;;;;;;;;;;X
EVT_130777_ACTB;これ以上戦線は広げられない;;;;;;;;;;X
EVT_130778_NAME;トーチ作戦;;;;;;;;;;X
EVT_130778_DESC;1941年の独ソ戦開始以来、イギリス・アメリカはソ連への援助をし続けていた。しかしスターリンからはヨーロッパで第二戦線を展開することを要求されていた。第二戦線が形成されればドイツ軍がそちらへ兵力を回すためソ連への圧力が減るからである。1942年11月8日より行われた、連合国軍によるモロッコとアルジェリアへの上陸作戦において、連合軍上陸部隊はイギリスやアメリカから直接北アフリカに向かい、激しい攻防の末に1943年5月にはドイツ軍は北アフリカより撤退、北アフリカの陥落によって地中海のほぼ全域が連合軍の制空権下となり、イタリア南部が連合軍の進出対象の圏内に入った。;;;;;;;;;;X
EVT_130778_ACTA;厄介なことになった！;;;;;;;;;;X
EVT_130779_NAME;イタリアのチュニジア占領;;;;;;;;;;X
EVT_130779_DESC;枢軸軍が、リビアやエジプトでイギリスと戦っている間に、連合軍はモロッコに対して奇襲上陸を行い、速やかにアルジェリアへと侵攻した。イタリアはシチリアへの退路を確保するために、ヴィシー政権の支配下にあったチュニジアを占領した。;;;;;;;;;;X
EVT_130779_ACTA;なんと乱暴なことを！;;;;;;;;;;X
EVT_130780_NAME;イタリアのチュニジア占領;;;;;;;;;;X
EVT_130780_DESC;枢軸軍が、リビアやエジプトでイギリスと戦っている間に、連合軍はモロッコに対して奇襲上陸を行い、速やかにアルジェリアへと侵攻した。イタリアはシチリアへの退路を確保するために、ヴィシー政権の支配下にあったチュニジアを占領した。;;;;;;;;;;X
EVT_130780_ACTA;OK;;;;;;;;;;X
EVT_130781_NAME;枢軸のサウジアラビア;;;;;;;;;;X
EVT_130781_DESC;アラビア半島のサウジアラビアは、極めて重要な石油資源を有している。サウジアラビアに中東の主導権を認めることを条件にして、彼らを枢軸に引き込むことにしよう。;;;;;;;;;;X
EVT_130781_ACTA;アラブ人に枢軸に加わるよう圧力をかける;;;;;;;;;;X
EVT_130781_ACTB;サウジアラビアに関心はない;;;;;;;;;;X
EVT_130782_NAME;枢軸のサウジアラビア;;;;;;;;;;X
EVT_130782_DESC;現在我が国はドイツ軍より孤立させられている。;;;;;;;;;;X
EVT_130782_ACTA;枢軸に加わる;;;;;;;;;;X
EVT_130782_ACTB;かかって来い、相手になってやる！;;;;;;;;;;X
EVT_130783_NAME;中東喪失;;;;;;;;;;X
EVT_130783_DESC;サウジアラビア政府が枢軸に寝返ったことで、我々の中東での影響力が極めて衰えている！;;;;;;;;;;X
EVT_130783_ACTA;くそっ！;;;;;;;;;;X
EVT_130784_NAME;アラビア半島統一;;;;;;;;;;X
EVT_130784_DESC;サウジアラビア王国は、枢軸の影響下で勢力を拡大した。前線から大きく離れたアラビア半島において、連合軍は十分な戦線を築くことができず、瞬く間にサウジアラビアはアラビア半島を統一した。;;;;;;;;;;X
EVT_130785_NAME;南アフリカの連合再加入;;;;;;;;;;X
EVT_130785_DESC;議会はジェームズ・ヘルツォーグの提出した中立法案を僅差で可決し中立を宣言したものの、アフリカへの領土欲を隠さない枢軸国との衝突は結局のところ避けられなかった。遠い欧州のことではあるが、戦争状態に突入した以上単独で枢軸国と戦うのは賢明ではないだろう。我々は再び英国との同盟を締結するべきだろうか？;;;;;;;;;;X
EVT_130785_ACTB;我々は単独で対独戦争を行う;;;;;;;;;;X
EVT_130787_NAME;ペルシアへの干渉;;;;;;;;;;X
EVT_130787_DESC;ペルシアを抑えることで、我々はインドへ勢力を伸ばすことが可能になるだろう。シャーに圧力をかけて枢軸への協力を要求するのだ。;;;;;;;;;;X
EVT_130787_ACTA;シャーに圧力をかける;;;;;;;;;;X
EVT_130787_ACTB;その必要はない;;;;;;;;;;X
EVT_130788_NAME;ヒトラーがペルシアに圧力をかける;;;;;;;;;;X
EVT_130788_DESC;ドイツが我が国に軍事通行権を求めてきた。さて、この無礼な要求に対して我が国はどう返答するべきだろうか？;;;;;;;;;;X
EVT_130788_ACTA;ナチスに協力するしかあるまい。;;;;;;;;;;X
EVT_130788_ACTB;これは戦争を意味する！;;;;;;;;;;X
EVT_130789_NAME;イランの屈服;;;;;;;;;;X
EVT_130789_DESC;シャーが屈服し、イランは枢軸に加わることとなった。さて、我々はインドへの道を手に入れたわけだがどうしようか？;;;;;;;;;;X
EVT_130789_ACTA;OK;;;;;;;;;;X
EVT_130790_NAME;中東におけるイギリスの影響力減少;;;;;;;;;;X
EVT_130790_DESC;1956年にエジプトがスエズ運河の国有化を宣言し同地帯を占領したため、イギリス・フランス・イスラエルとの間で戦闘が勃発した。英仏のスエズ撤退後、中東地域でも独立運動が刺激され、1971年にバーレーン、カタール、アラブ首長国連邦がイギリスから独立した。経緯はどうあれ、大戦によるアジア地域の民族意識の高揚はいずれ植民地帝国の崩壊を招くこととなっただろう。;;;;;;;;;;X
EVT_130790_ACTA;主よ！;;;;;;;;;;X
EVT_130791_NAME;中東におけるフランスの影響力減少;;;;;;;;;;X
EVT_130791_DESC;1956年にエジプトがスエズ運河の国有化を宣言し同地帯を占領したため、イギリス・フランス・イスラエルとの間で戦闘が勃発した。英仏のスエズ撤退後、中東地域でも独立運動が刺激され、1971年にバーレーン、カタール、アラブ首長国連邦がイギリスから独立した。経緯はどうあれ、大戦によるアジア地域の民族意識の高揚はいずれ植民地帝国の崩壊を招くこととなっただろう。;;;;;;;;;;X
EVT_130791_ACTA;主よ！;;;;;;;;;;X
EVT_130792_NAME;ローマ帝国の復活;;;;;;;;;;X
EVT_130792_DESC;大戦の結果、我がイタリア「帝国」は、かつてローマ帝国が達した高みに匹敵するだけの勢威を得ることとなった。さて、この長い戦いを経て我々が得た領土をどう統治するべきだろうか？;;;;;;;;;;X
EVT_130792_ACTA;聖地のあるパレスチナを直接支配下に置こう;;;;;;;;;;X
EVT_130792_ACTB;エジプトを直接支配下に置こう;;;;;;;;;;X
EVT_130792_ACTC;エジプトと聖地のあるパレスチナを直接支配下に置こう;;;;;;;;;;X
EVT_130792_ACTD;各民族の元で帝国は統治される！万歳！;;;;;;;;;;X
EVT_130793_NAME;イランの独立;;;;;;;;;;X
EVT_130793_DESC;枢軸と連合の間で翻弄させられ続けたイランは再び独立を回復し、ドイツからペルシア地域の支配を任されることとなる。;;;;;;;;;;X
EVT_130793_ACTA;OK;;;;;;;;;;X
EVT_130794_NAME;イランの独立;;;;;;;;;;X
EVT_130794_DESC;枢軸と連合の間で翻弄させられ続けたイランは再び独立を回復し、ドイツからペルシア地域の支配を任されることとなる。;;;;;;;;;;X
EVT_130794_ACTA;万歳！;;;;;;;;;;X
EVT_130795_NAME;パレスチナ分割;;;;;;;;;;X
EVT_130795_DESC;イギリスの二枚舌外交のために激化したシオニズム運動に対して、1948年2月アラブ連盟加盟国は、カイロでイスラエル建国の阻止を決議した。アラブ人によるテロが激化する中、1948年5月イギリスのパレスチナ委任統治が終了し、国連決議181号を根拠に、1948年5月14日に独立宣言しイスラエルが誕生した。現在に至るまでこの地域は分割され、混乱し続けている。;;;;;;;;;;X
EVT_130795_ACTA;OK;;;;;;;;;;X
EVT_130796_NAME;フランス統治領;;;;;;;;;;X
EVT_130796_DESC;シリア地方が連合軍の支配下にもどったことで、今や我々は安全にフランスに統治委任領シリア・レバノンの統治権を返還することができる。;;;;;;;;;;X
EVT_130796_ACTA;OK;;;;;;;;;;X
EVT_130797_NAME;フランス保護領モロッコの反応;;;;;;;;;;X
EVT_130797_DESC;モロッコはフランスの保護領であり、ヴィシー政権成立後は同政権が支配権を保持していたが、1942年に連合軍がモロッコに上陸し、自由フランスがモロッコを奪回した。1943年6月にはルーズヴェルトとスルターンであるムハンマド・ベンユースフが会談し、スルターンはアメリカ合衆国大統領に独立運動への理解を求めた。このことがモロッコの独立運動を活性化させ、同年末には独立党が結成された。現在、ヴィシー政権が倒れたために、植民地主義的な自由フランスに対して否定的な感情を持っていたモロッコの現地指導者は新フランス軍に合流することを良しとせず、折衷案としてこの地域をアメリカの統治にゆだねるという選択をした。;;;;;;;;;;X
EVT_130797_ACTA;ふざけたまねを！;;;;;;;;;;X
EVT_130798_NAME;フランス保護領モロッコの反応;;;;;;;;;;X
EVT_130798_DESC;モロッコはフランスの保護領であり、ヴィシー政権成立後は同政権が支配権を保持していたが、1942年に連合軍がモロッコに上陸し、自由フランスがモロッコを奪回した。1943年6月にはルーズヴェルトとスルターンであるムハンマド・ベンユースフが会談し、スルターンはアメリカ合衆国大統領に独立運動への理解を求めた。このことがモロッコの独立運動を活性化させ、同年末には独立党が結成された。現在、ヴィシー政権が倒れたために、植民地主義的な自由フランスに対して否定的な感情を持っていたモロッコの現地指導者は新フランス軍に合流することを良しとせず、折衷案としてこの地域をアメリカの統治にゆだねるという選択をした。;;;;;;;;;;X
EVT_130798_ACTA;非常にまずい;;;;;;;;;;X
EVT_130799_NAME;フランス保護領モロッコの反応;;;;;;;;;;X
EVT_130799_DESC;モロッコはフランスの保護領であり、ヴィシー政権成立後は同政権が支配権を保持していたが、1942年に連合軍がモロッコに上陸し、自由フランスがモロッコを奪回した。1943年6月にはルーズヴェルトとスルターンであるムハンマド・ベンユースフが会談し、スルターンはアメリカ合衆国大統領に独立運動への理解を求めた。このことがモロッコの独立運動を活性化させ、同年末には独立党が結成された。現在、ヴィシー政権が倒れたために、植民地主義的な自由フランスに対して否定的な感情を持っていたモロッコの現地指導者は新フランス軍に合流することを良しとせず、折衷案としてこの地域をアメリカの統治にゆだねるという選択をした。;;;;;;;;;;X
EVT_130799_ACTA;モロッコはアメリカに任せよう;;;;;;;;;;X
EVT_130812_DESC;ついにヨーロッパ全土が我々の支配下に入った。我々はグレートブリテン島全土をモズリーの傀儡政権に任せることができる。ただし、その場合においてもプリマス港だけは我が軍の保障占領下におかれる。;;;;;;;;;;X
EVT_130814_NAME;ドイツによる西欧新体制 ― ロンドン政権;;;;;;;;;;X
EVT_130815_NAME;英艦隊再建計画;;;;;;;;;;X
EVT_130815_DESC;ロンドンのモズリー政権から、艦隊再建計画への支援を求められた。先の戦いでイギリスの艦隊はブリテン島から残らず脱出しており、現在イギリス本土に十分な艦隊は存在しない。そのため、艦隊再建にかかる投資と期間は巨大なものとなる。しかしながら、海軍国であるイギリスの艦隊建造の技術は、我が国に比して遥かに優れているため、十分な支援を行えば連合国に対抗できる優れた海軍力を枢軸勢力のものとすることができるだろう。;;;;;;;;;;X
EVT_130815_ACTA;英艦隊を再建しよう;;;;;;;;;;X
