##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;Err:510;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;ｧA = 0,64,0;;;;;;;;;;X
##;ｧB = 0,0,192;;;;;;;;;;X
##;ｧC = 128,0,0;;;;;;;;;;X
##;ｧD = 255,255,0;;;;;;;;;;X
##;ｧE = 255,0,255;;;;;;;;;;X
##;ｧF = 255,128,0;;;;;;;;;;X
##;ｧG = 0,100,0;;;;;;;;;;X
##;ｧH = 128,128, 128;;;;;;;;;;X
##;ｧI = 0,0,255;;;;;;;;;;X
##;ｧJ = 0,192,0;;;;;;;;;;X
##;ｧM = 100,255,100;;;;;;;;;;X
##;ｧN = 255,100,100;;;;;;;;;;X
##;ｧR = 240,0,0;;;;;;;;;;X
##;ｧW = 255,255,255;;;;;;;;;;X
##;ｧY = 208,232,248;;;;;;;;;;X
##;ｧZ = 0,0,0;;;;;;;;;;X
##;ｧｧ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
# STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
# ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
ALLIANCE_ENTENTE;協商国;T. Entente;;;;;;;;;X
DPERSONALITY_BONNET;『ジョルジュ・ボネ』（1889年7月23日 - 1973年6月18日）は、フランス急進党の政治家でした。1937年6月28日、蔵相に任命されました。ボネ蔵相の最初の政策は、フランの切下げを断行することでした。その後、軍事費が増大するドイツとの軍拡競争より宥和主義を唱え、軍事費歳出削減を断行しました。;Georges Bonnet was a French politician and a leading figure in the Radical-Socialist Party. He was appointed Finance Minister on 28 June 1937. Bonnet's first major act as Finance Minister was to oversee the devaluation of the franc (the second devaluation in less than nine months). Bonnet then imposed sharp cuts in military spending as he felt that the costs of the arms race with Germany were such that it was better for France to reach an understanding that might end the arms race rather than investing in the military.;;;;;;;;;X
NPERSONALITY_HIDEKI;カミソリ東條;Razor;;;;;;;;;X
DPERSONALITY_HIDEKI;『東條英機（とうじょうひでき）』（1884年7月30日 - 1948年12月23日）は、日本の陸軍軍人、政治家で、対米英開戦時の内閣総理大臣です。永田鉄山の死後、統制派の第一人者として陸軍を主導し、「カミソリ東条」の異名の通り、軍官僚としてはかなり有能でした。現役軍人のまま第40代内閣総理大臣に就任（在任期間は1941年10月18日 - 1944年7月18日）しました。また権力の強化を志向し複数の大臣を兼任し、慣例を破って陸軍大臣と参謀総長を兼任しました。;Hideki Tojo was a general of the Imperial Japanese Army (where he was known as Razor), the leader of the Taisei Yokusankai, and the 40th Prime Minister of Japan during most of World War II, from 17 October 1941 to 22 July 1944. As Prime Minister, he was directly responsible for the attack on Pearl Harbor, which led to the war between Japan and the United States. He continued militaristic and nationalist indoctrination in the national education system, and reaffirmed totalitarian policies in government.;;;;;;;;;X
NPERSONALITY_KOREKIYO;日銀総裁;President of Bank of Japan;;;;;;;;;X
DPERSONALITY_KOREKIYO;『高橋是清』（1854年-1936年）は、日本の大蔵大臣、総理大臣です。日露戦争が発生した際には日銀副総裁として英国に渡り、その莫大な戦費を調達しました。しかし、岡田内閣に大蔵大臣として入閣した時に行った軍縮が陸軍の恨みを買い、2.26事件で暗殺されてしまいました。;;;;;;;;;;X
NPERSONALITY_KAZUSHIGE;政界の惑星;;;;;;;;;;X
DPERSONALITY_KAZUSHIGE;『宇垣一成』（1868年-1956年）は、帝国陸軍の大将です。彼は陸軍大臣時代に「宇垣軍縮」と呼ばれる軍縮を行い、日本の財政状況を立て直そうとしました。しかし、その軍縮により陸軍の軍拡派に嫌われ、組閣の大命が下るも陸軍大臣が選出されず、内閣は流産しました。;;;;;;;;;;X
NPERSONALITY_MITSUMASA;おっとりとした読書家;Well-bred Well-read;;;;;;;;;X
DPERSONALITY_MITSUMASA;『米内光政』（1880年-1948年）は、日本の海軍大臣、総理大臣です。読書家で、同じ本は三度読むべきだと言っています。一度目はさっと読み、二度目はじっくりと読み、三度目は咀嚼するように読む。彼は閑職にいる間、この読書法で多くの知識を吸収し、総理大臣にまで上り詰めました。;;;;;;;;;;X
NPERSONALITY_TETSUZAN;永田の後に永田無し;Peerless Executor;;;;;;;;;X
DPERSONALITY_TETSUZAN;『永田鉄山』（1884年-1935年）は、帝国陸軍の少将、軍務局長です。統制派の第一人者であった彼は、永田軍政と呼ばれる軍政を展開しましたが、敵対する皇道派の将校である相澤三郎によって殺害されました。;;;;;;;;;;X
NPERSONALITY_ISOROKU;連合艦隊司令長官;;;;;;;;;;X
DPERSONALITY_ISOROKU;『山本五十六』(1884年-1943年）は、帝国海軍の大将です。彼は誰よりも、空母と航空機による攻撃こそがこれからの戦争に必要だと信じ、海軍機動部隊の増強に努めました。大東亜戦争においては、機動部隊によって真珠湾を攻撃するという奇襲攻撃を立案し、その名を国外にも轟かせました。;;;;;;;;;;X
NPERSONALITY_SHIGENORI;時代に翻弄された平和主義者;Trifled Pacifist;;;;;;;;;X
DPERSONALITY_SHIGENORI;『東郷茂徳』（1882年-1950年）は、日本の外務大臣です。彼は、東條内閣に外務大臣（拓殖大臣と兼任）として入閣して日米交渉にあたりました。戦争末期には、鈴木貫太郎内閣に再び外務大臣（大東亜大臣と兼任）として入閣し、終戦工作に尽力しました。;;;;;;;;;;X
NPERSONALITY_FUMIO;天皇陛下の警察官;;;;;;;;;;X
DPERSONALITY_FUMIO;『後藤文夫』（1884年-1980年）は、日本の内務大臣です。天皇陛下の警察官を自称するなど、新官僚の代表として見られました。また、岡田内閣に内務大臣として入閣し、2.26事件の際には臨時首相を務めました。;;;;;;;;;;X
NPERSONALITY_KANJI;帝国陸軍の異端児;Maverick;;;;;;;;;X
DPERSONALITY_KANJI;『石原莞爾』（1889年-1949年）は、帝国陸軍の中将、関東軍作戦参謀です。彼は関東軍作戦参謀時代に、同じく関東軍の高級参謀であった板垣征四郎とともに柳条湖事件を起こし、満洲国建国の立役者となりました。;;;;;;;;;;X
NPERSONALITY_NOBUSUKE_AM;弐キ参スケ;Ni-Ki San-Suke;;;;;;;;;X
DPERSONALITY_NOBUSUKE_AM;『岸信介』（1896年-1987年）は、満洲の総務庁次長、商工大臣です。彼は軍・財・官界に跨る広範な人脈を築き、弐キ参スケの一人に数えられました。また、満洲国の産業を発展させるべく、満洲五ヶ年計画を開始。満洲国工業化の立役者となりました。;;;;;;;;;;X
NPERSONALITY_NOBUSUKE_HOG;昭和の妖怪;;;;;;;;;;X
DPERSONALITY_NOBUSUKE_HOG;『岸信介』（1896年-1987年）は、日本の国務大臣、総理大臣です。彼の在任中に激化した安保闘争に対し「国会周辺は騒がしいが、銀座や後楽園球場はいつも通りである。私には声なき声が聞こえる。」と発言したことは有名です。ちなみに2010年に日本郵便が発行した「日米安全保障条約改定50周年」記念切手の一種には署名式の岸とアイゼンハワーの姿が描かれています。;;;;;;;;;;X
NPERSONALITY_KEISUKE;国を想う大狸;A Patriotic large dog;;;;;;;;;X
DPERSONALITY_KEISUKE;『岡田啓介』（1868年-1952年）は、日本の海軍大臣、総理大臣です。彼は1934年に首相として就任しました。しかし翌1935年、美濃部達吉が発表した天皇機関説をめぐる問題が起こり、岡田内閣は天皇機関説支持と見られたため、陸軍皇道派の攻撃の的となりました。更に翌1936年の2.26事件で自身も襲撃を受け、義弟や蔵相の高橋是清らを失いショックを受け、内閣は総辞職しました。;;;;;;;;;;X
NPERSONALITY_FUMIMARO;優柔不断な華族;Indecisive Noble;;;;;;;;;X
DPERSONALITY_FUMIMARO;『近衛文麿』（1891年-1945年）は、日本の総理大臣です。彼は在任中に起こった盧溝橋事件に対して事件不拡大を唱えたのにもかかわらず、北支派兵声明を発表するなどして和平交渉を難航させました。さらに日中首脳会談の直前になって中止し、「國民政府を爾後対手とせず」の一文で有名な近衛声明を発表するなど、和平交渉の機会を完全に潰しました。;;;;;;;;;;X
NPERSONALITY_YOSUKE;ジュネーヴの英雄;The hero of Jenova;;;;;;;;;X
DPERSONALITY_YOSUKE;『松岡洋右』（1880年-1946年）は、日本の外務大臣です。彼は、日本の国際連盟脱退、日独伊三国同盟の締結、日ソ中立条約の締結などの戦前外交における重要な局面において外務大臣ないし外交官として関わりました。外相に就任した際、当時の首相だった近衛文麿に「軍人なんぞに外交に口出しはさせません。」と大見得を切りましたが、重慶政府と南京政府の合邦によって和平を模索する松岡に対して、汪兆銘政府を支持する陸軍は猛反対し、遂には和平を成すことはできませんでした。;;;;;;;;;;X
NPERSONALITY_PUYI;末代皇帝;Last Emperor;;;;;;;;;X
DPERSONALITY_PUYI;『愛新覚羅溥儀』（1906年-1967年）は、満洲国の執政、皇帝です。1932年3月9日に満洲国執政として就任し、二年後の1934年3月1日に満洲帝国皇帝として即位しました。清朝時代、わずか3年で皇帝の座を追われた過去もあってか専制君主としての皇帝に強い執着心を持ち、立憲君主制であった満洲国や、政治に口をださせまいとする関東軍らに対する不満がありました。              「小ネタ」……晩年の溥儀はチキンラーメンが好きだったそうです。なんだか親近感がわいてきますね。;;;;;;;;;;X
NPERSONALITY_JINGWEI;漢奸と呼ばれた愛国者;Patriotic Traitor;;;;;;;;;X
DPERSONALITY_JINGWEI;『汪兆銘』（1883年-1944年）は、中華民国（国民政府）の常務委員会主席、中華民国（南京汪兆銘政府）の党中央執行委員会主席です。知日派で学生時代に日本の大学に留学した経験もあり、満州事変の際には「日本と戦うべからず」を前提とした対日政策を展開しました。支那事変が始まると日中和平を模索しますが、蒋介石は徹底抗戦を唱え、汪を党から除名しました。その後日本への協力を決意し、日本の占領地内に樹立された南京政府の党中央執行委員会主席に就任しました。;;;;;;;;;;X
NPERSONALITY_HIDEKI_FM;狂忠の臣;Fanatic loyal person;;;;;;;;;X
DPERSONALITY_HIDEKI_FM;『東條英機』（1884年-1948年）は、帝国陸軍の大将、内閣総理大臣です。対米開戦時の首相のため誤解されやすいですが、最後まで外交による解決を目指しました。彼は天皇に対する忠誠心が非常に強く、「あくまで平和的解決を」という天皇の意向を汲んだのです。日米開戦の日に首相官邸にて皇居の方角に向かって号泣したという話は有名です。;;;;;;;;;;X
NPERSONALITY_HIDEKI_AM;几帳面なメモ魔;compulsive note-taker;;;;;;;;;X
DPERSONALITY_HIDEKI_AM;『東條英機』（1884年-1948年）は、帝国陸軍の大将、内閣総理大臣です。彼は軍規・風紀遵守に厳しく、違反した兵士は容赦なく軍法会議にかけたと言われています。歴代の総理大臣に仕えた運転手は、彼の事を「隅々まで部下思いの方だったから」という理由で歴代で最も立派な総理大臣に選んでいます。;;;;;;;;;;X
NPERSONALITY_HIDEKI_MOS;塵箱をあさる気配り上手;Dumpster Diver;;;;;;;;;X
DPERSONALITY_HIDEKI_MOS;『東條英機』（1884年-1948年）は、帝国陸軍の大将、内閣総理大臣です。彼の憲兵隊を使った一種の恐怖政治は多くの人の反発を買いましたが、民家のゴミ箱を見て回って配給されているはずの魚の骨や野菜の芯が捨てられているか自ら確かめようとするなど、末端に対する気配りも忘れませんでした。;;;;;;;;;;X
NPERSONALITY_HIDEKI_MOI;憲兵隊司令官;;;;;;;;;;X
DPERSONALITY_HIDEKI_MOI;『東條英機』（1884年-1948年）は、帝国陸軍の大将、内閣総理大臣です。憲兵隊司令官であった彼は「モラルの低下」が戦争指導に悪影響を及ぼすことをよく理解しており、首相就任後も民心把握に人一倍努めていたといいます。また、東京裁判において、一切の自己弁護を捨てて国家弁護と天皇擁護に徹する姿は、当時下がっていた彼への評価を上げました。;;;;;;;;;;X
NPERSONALITY_HIDEKI_STAFF;部下思いの精神論者;Careful Idealist;;;;;;;;;X
DPERSONALITY_HIDEKI_STAFF;『東條英機』（1884年-1948年）は、帝国陸軍の大将、内閣総理大臣です。彼は慣例を破って陸軍大臣と参謀総長を兼任するなど自身の権力を強めようとしました。敗戦後、巣鴨プリズンに収容されてからは浄土真宗への信仰を深め、「私は今、正信偈と一緒に浄土三部経を読んでいますが、今の政治家の如きはこれを読んで政治の更正を計らねばならぬ。人生の根本問題が書いてあるのですからね。」とまで述べたといいます。;;;;;;;;;;X
NPERSONALITY_HIDEKI_AIR;陸軍航空派;;;;;;;;;;X
DPERSONALITY_HIDEKI_AIR;『東條英機』（1884年-1948年）は、帝国陸軍の大将、内閣総理大臣です。彼が初代総監を務めた陸軍航空総監部の設立に際して教育総監部からの強い反対があったのですが、陸軍次官で陸軍航空本部長を兼務していた彼の推進もあって航空総監部は設立されました。;;;;;;;;;;X
NPERSONALITY_YOSHIKO;男装の麗人;Beauty in male attire;;;;;;;;;X
DPERSONALITY_YOSHIKO;『川島芳子』（1907年-1947年）は、清朝の皇族、安国軍総司令です。満洲国建国の際、溥儀を天津から満洲へ脱出させるなど満洲国建国の裏で暗躍しました。彼女が熱河省の自警団の総司令に就任すると「東洋のマタ・ハリ」「満洲のジャンヌ・ダルク」などと呼ばれ、一躍マスコミの寵児となりました。;;;;;;;;;;X
